         1                     -0.5558760                      0.0000671
         2                     -0.5558760                      0.0000713
         4                     -0.5558788                      0.0000714
         8                     -0.5558738                      0.0000674
        16                     -0.5558752                      0.0000672
        32                     -0.5558691                      0.0000559
        64                     -0.5558584                      0.0000571
       128                     -0.5558986                      0.0000652
       256                     -0.5559363                      0.0000800
